,PreviousDC,Gender,belief,testing_for,obtained,All_FTIR_Results,FTIR_Other_detail,Primary_FTIR_Results,surprised_19,Intentions,Discard,Match_Primary,BehChange_NoChange,HarmRed_NoHarmRed,FTIR_prim,FTIR_secon,FTIR_teri,FTIR_quar,Target
2919,yes,Male,['Unknown'],Both,Ground,"['Cocaine', 'Unknown']",phenacitin,['Cocaine'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Cocaine,Other,none,none,phenacitin
2921,yes,Male,['Cocaine'],Both,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2922,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
2925,no,Male,['Other'],Both,Onsite,"['Unknown', 'MDMA']",2CB,['Unknown'],Not Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,Other,MDMA,none,none,2CB
2926,yes,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",water,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,water
2927,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
2931,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
2933,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,Other,no,Match,Behaviour Change,No Change,MDMA,none,none,none,
2934,yes,Male,['Unknown'],Both,Ground,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
2935,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2937,yes,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
2941,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
2942,,Male,['MDMA'],Both,Onsite,['MDMA'],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,MDMA,none,none,
2944,no,Male,['Other'],Both,Onsite,['Unknown'],2CB,['Unknown'],Not Surprised,Less,no,Not Match,Behaviour Change,Harm Reduction,Other,none,none,none,2CB
2946,no,Male,['Methamphetamine'],Both,Offsite,['Methamphetamine'],,['Methamphetamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Meth,none,none,none,
2947,,Male,['MDMA'],Self,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
2948,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2949,no,Male,['LSD'],Self,Offsite,['Unknown'],DMT,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,DMT
2950,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
2951,no,Female,['Other'],Self,Onsite,['Unknown'],moxy,['Unknown'],Not Surprised,Less,no,Not Match,Behaviour Change,Harm Reduction,Other,none,none,none,moxy
2952,no,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2956,,Male,['Ketamine'],Both,Onsite,"['Ketamine', 'Other']",,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Unknown,none,none,
2964,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
2968,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2971,yes,Male,['Unknown'],Self,Ground,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
2972,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2977,no,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,,Match,No Change,No Change,Ketamine,none,none,none,
2980,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
2981,yes,Male,['MDMA'],Self,Ground,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Cocaine,none,none,none,
2983,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,Friend,no,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
2984,no,Female,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
2985,no,Male,['Cocaine'],Both,Onsite,"['Cocaine', 'Other']",,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Unknown,none,none,
2987,no,Female,['Ketamine'],Both,Offsite,"['Ketamine', 'Other']",,['Ketamine'],Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,Unknown,none,none,
2988,yes,Male,['MDMA'],Both,Onsite,"['MDA', 'Other']",,['MDA'],Surprised,Dispose,,Not Match,Behaviour Change,Harm Reduction,MDA,Unknown,none,none,
2990,yes,Female,['Ketamine'],Self,Onsite,"['Ketamine', 'Other']",,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Unknown,none,none,
2991,yes,Male,['Ketamine'],Self,Offsite,"['Ketamine', 'Other']",,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Unknown,none,none,
2994,,Female,['MDMA'],Both,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
2997,no,Male,['MDMA'],Both,Onsite,"['MDMA', 'Cocaine']",,['MDMA'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,Cocaine,none,none,
2998,no,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,More,no,Match,Behaviour Change,No Change,MDMA,none,none,none,
2999,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3000,yes,Male,['Ketamine'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,yes,Match,No Change,No Change,Ketamine,none,none,none,
3003,yes,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3004,no,Male,['MDMA'],Both,Offsite,['MDA'],,['MDA'],Surprised,Less,no,Not Match,Behaviour Change,Harm Reduction,MDA,none,none,none,
3010,no,Male,['MDMA'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
3014,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3015,yes,Male,['LSD'],Self,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
3017,no,Female,['LSD'],Both,Onsite,[],,[],Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,
3026,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
3030,no,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Other']",,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Unknown,none,none,
3033,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3034,yes,Male,['LSD'],Self,Offsite,[],,[],Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
3035,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3039,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3041,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3043,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
3045,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3047,no,Female,['Unknown'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
3049,yes,Male,['Unknown'],Self,Ground,"['Ketamine', 'Unknown']",dimethylsulfone,['Ketamine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Ketamine,Other,none,none,dimethylsulfone
3050,no,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3051,,Female,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3052,no,Male,['Unknown'],Self,Ground,['Ketamine'],,['Ketamine'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Ketamine,none,none,none,
3058,no,Female,['Other'],Self,Onsite,"['Unknown', 'Other']",DMT,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,Unknown,none,none,DMT
3059,yes,Female,['MDMA'],Both,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
3061,no,Male,['Cocaine'],Self,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,More,no,Match,Behaviour Change,No Change,Cocaine,none,none,none,
3063,no,Male,['Unknown'],Self,Ground,['Unknown'],DMT,['Unknown'],Not Surprised,More,no,Match,Behaviour Change,No Change,Other,none,none,none,DMT
3065,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
3069,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3071,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
3074,yes,Male,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
3081,no,Male,['MDMA'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
3082,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,More,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
3084,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3090,yes,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
3091,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
3093,yes,Female,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
3095,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Cocaine,none,none,none,
3099,no,Female,['LSD'],Self,Onsite,[],,[],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,
3101,no,Male,['MDA'],Self,Onsite,"['MDA', 'Unknown', 'Unknown']",caffeine paracetamol,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,Other,Other,none,caffeine paracetamol
3109,no,Male,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
3112,no,Male,['LSD'],Self,Online,['Other'],,['Other'],Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Unknown,none,none,none,
3114,no,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",caffeine,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,caffeine
3130,yes,Male,[],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,Other,,Not Match,Behaviour Change,No Change,MDMA,none,none,none,
3131,yes,Male,['Other'],Self,Onsite,['Unknown'],4ACO-DMT,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,4ACO-DMT
3134,no,Male,['Unknown'],Self,Ground,"['Other', 'Other']","looks like something like calcium and magnesium, some sort of mineral",['Other'],Not Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Unknown,Unknown,none,none,"looks like something like calcium and magnesium, some sort of mineral"
3135,no,Male,['Unknown'],Both,Ground,"['Cocaine', 'Other']",,['Cocaine'],Not Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,Cocaine,Unknown,none,none,
3137,no,Female,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
3141,no,Male,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
3145,no,Female,[],Self,Ground,"['MDMA', 'Unknown']",sugar alcohol,['MDMA'],Not Surprised,Friend,no,Not Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,sugar alcohol
3146,no,Female,"['MDMA', 'Cocaine']",Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
3147,no,Female,['Unknown'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,MDMA,none,none,none,
3151,yes,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,none,none,none,
3161,yes,Male,['Ketamine'],Self,Ground,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3163,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3165,no,Male,['Unknown'],Other,Medical,['Cocaine'],,['Cocaine'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Cocaine,none,none,none,
3173,yes,Female,['MDMA'],Self,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,Other,no,Match,Behaviour Change,No Change,MDMA,Other,none,none,mannitol
3174,yes,GenderUnknown,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3177,no,Male,['Other'],Self,Onsite,['Unknown'],4HO MET,['Unknown'],Surprised,Other,,Not Match,Behaviour Change,No Change,Other,none,none,none,4HO MET
3179,yes,Male,['Unknown'],Self,Offsite,[],,[],Not Surprised,Friend,no,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
3183,no,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Surprised,Other,Unknown,Match,Behaviour Change,No Change,MDMA,none,none,none,
3186,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3188,no,Female,['LSD'],Self,Onsite,[],,[],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
3198,yes,Female,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
3199,no,Male,['Unknown'],Self,Ground,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
3202,yes,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
3204,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3207,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
3210,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Ketamine,none,none,none,
3215,yes,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,yes,Match,No Change,No Change,MDMA,Other,none,none,mannitol
3219,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3224,yes,GenderUnknown,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3227,yes,Female,['MDMA'],Self,Offsite,"['MDMA', 'Ketamine', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Ketamine,Unknown,none,
3230,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3231,no,Male,['Cocaine'],Both,Onsite,"['Cocaine', 'Unknown']","7 illegible writing, cannot decifer testers writing",['Cocaine'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Cocaine,Other,none,none,"7 illegible writing, cannot decifer testers writing"
3232,Other,GenderUnknown,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3233,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,Friend,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
3237,no,Female,['LSD'],Self,Ground,[],,[],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
3238,yes,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3239,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,Unknown,Not Match,No Change,No Change,none,none,none,none,
3244,no,Female,['Unknown'],Self,Ground,['MDMA'],,['MDMA'],Surprised,Other,no,Not Match,Behaviour Change,No Change,MDMA,none,none,none,
3246,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3248,yes,Male,['Unknown'],Self,Ground,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,Other,no,Not Match,Behaviour Change,No Change,MDMA,Other,none,none,mannitol
3250,no,Male,['Other'],Both,Onsite,['Unknown'],GHB,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,GHB
3251,yes,Male,['MDA'],Self,Onsite,"['MDA', 'MDMA']",,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,MDMA,none,none,
3252,no,Male,['Unknown'],Self,Ground,"['Cocaine', 'Unknown']",mannitol,['Cocaine'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Cocaine,Other,none,none,mannitol
3254,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
3256,no,Female,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
3259,yes,Male,['Ketamine'],Self,Offsite,"['Ketamine', 'Unknown']",no data on what other was,['Ketamine'],Surprised,Other,no,Match,Behaviour Change,No Change,Ketamine,Other,none,none,no data on what other was
3260,yes,Female,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",sucrose,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,sucrose
3261,no,Female,['Cocaine'],Self,Offsite,"['MDMA', 'Unknown']",creatine,['MDMA'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,Other,none,none,creatine
3265,no,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",caffeine,['MDMA'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,caffeine
3268,yes,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3272,no,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3273,yes,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
3274,no,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Unknown']",water,['Cocaine'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Cocaine,Other,none,none,water
3275,yes,Male,['Other'],Both,Onsite,"['Unknown', 'Other']",DMT,['Unknown'],Not Surprised,Other,no,Not Match,Behaviour Change,No Change,Other,Unknown,none,none,DMT
3276,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
3277,no,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
3279,no,Male,['Unknown'],Self,Ground,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Ketamine,none,none,none,
3283,no,Female,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
3285,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,none,none,none,
3287,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
