,Unnamed: 0,UniqueKey,DateSurvey,UniqueCode,Consent,PreviousDC,PreviousShambhalaDC,Female,Male,1nbinary,Trans,Gender_Unk1wn,Belief_MDMA_a,Belief_MDA_a,Belief_Ketamine_a,Belief_Cocaine_a,Belief_Methamphetamine_a,Belief_LSD_a,Belief_Unk1wn_a,Belief_Other_a,Belief_MDMA_b,Belief_MDA_b,Belief_Ketamine_b,Belief_Cocaine_b,Belief_Methamphetamine_b,Belief_LSD_b,Belief_Unk1wn_b,Belief_Other_b,Belief_Other_detail_a,Belief_Other_detail_b,Belief_MDMA_c,Belief_MDA_c,Belief_Ketamine_c,Belief_Cocaine_c,Belief_Methamphetamine_c,Belief_LSD_c,Belief_Unk1wn_c,Belief_Other_c,Belief_Other_detail_c,Type_Powder_a,Type_Crystal_a,Type_Blotter_a,Type_PressTab_a,Type_Liquid_a,Type_Gummy_a,Type_Other_a,Type_Other_detail_a,Type_Colour_a,Type_Powder_b,Type_Crystal_b,Type_Blotter_b,Type_PressTab_b,Type_Liquid_b,Type_Gummy_b,Type_Other_b,Type_Other_detail_b,Type_Colour_b,Type_Powder_c,Type_Crystal_c,Type_Blotter_c,Type_PressTab_c,Type_Liquid_c,Type_Gummy_c,Type_Other_c,Type_Other_detail_c,Type_Colour_c,Testing_Self_Friend,Testing_Self,Testing_Friends,Testing_Friends_num,Testing_Clients,Testing_Other,Testing_Other_detail,Obtained_a,Obtained_b,Obtained_c,Erlich_result_a,Colorimetric_Comments,Ehrlich_result_b,Ehrlich_result_c,Benzos_results_a,Benzo_Comments,Benzos_result_b,Benzos_results_c,FTS_results_a,FTS_Comments,FTS_results_b,FTS_results_c,FTIR_completion,FTIR_initials,FTIR_machine_num,FTIR_result_a1,FTIR_result_a2,FTIR_result_a3,FTIR_result_a4,FTIR_result_b1,FTIR_result_b2,FTIR_result_b3,FTIR_result_b4,FTIR_result_c1,FTIR_result_c2,FTIR_result_c3,FTIR_result_c4,FTIR_result_a_7_detail,FTIR_result_b_7_detail,FTIR_result_c_7_detail,GCMS_completion,GCMS_initials,GCMS_machine_num,GCMS_result_a1,GCMS_result_a2,GCMS_result_a3,GCMS_result_a4,GCMS_result_a5,GCMS_result_a6,GCMS_result_a7_detail,GCMS_result_b1,GCMS_result_b2,GCMS_result_b3,GCMS_result_b4,GCMS_result_b5,GCMS_result_b6,GCMS_result_b7_detail,GCMS_result_c1,GCMS_result_c2,GCMS_result_c3,GCMS_result_c4,GCMS_result_c5,GCMS_result_c6,GCMS_result_c_7_detail,GCMS_peak_num,GCMS_resolved,FTIR_Comment,GCMS_Comment,Discarded,Initials,Final_comments,Surprised_a,Surprised_b,Surprised_c,Surprised_detail,Satisfaction,Improvement,Intention_1change_a,Intention_More_a,Intention_Less_a,Intention_Dispose_a,Intention_Friend_a,Intention_Change_a,Intention_Naloxone_a,Intention_Other_a,Intention_Other_detail_a,Intention_1change_b,Intention_More_b,Intention_Less_b,Intention_Dispose_b,Intention_Friend_b,Intention_Change_b,Intention_Other_b,Intention_Naloxone_b,Intention_Other_detail_b,Intention_1change_c,Intention_More_c,Intention_Less_c,Intention_Dispose_c,Intention_Friend_c,Intention_Change_c,Intention_Naloxone_c,Intention_Other_c,Intention_Other_detail_c,All_belief_a,No_of_belief_a,All_belief_b,All_belief_c,No_of_belief_b,No_of_belief_c,Identified_FTIR_A,Identified_FTIR_a1,Identified_FTIR_B,Identified_FTIR_b1,Identified_FTIR_C,Identified_FTIR_c1,FTIR_Drug_names_A,FTIR_Drug_names_A1,FTIR_Drug_names_B,FTIR_Drug_names_B1,FTIR_Drug_names_C,FTIR_Drug_names_C1,No_of_poly_FTIR_A,No_of_poly_FTIR_B,No_of_poly_FTIR_C,belief_a,belief_b,belief_c,matchornotA,matchornotA1,matchornotB,matchornotB1,matchornotC,matchornotC1
1493,1550,68,8/11/2019,2152-A,0,1,,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,0,1,1,,0,1,1,1,1,1,1,,brown,1,1,0,1,1,1,1,,barbie,1,1,0,1,1,1,1,,don,1,1,2,5,1,1,,0,0,0,3,,0,0,3,,3,3,1,,3,3,0,je,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,jb,,1,0,0,happily surprised,0,no,1,1,1,1,1,1,1,0,give to friend,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,0,1,1","1,1,1,1,1,0,1,1",1,1,"1,0,0,0",1,"0,0,0,0",0,"0,0,0,0",0,['MDMA'],['MDMA'],[],[],[],[],1,0,0,['MDMA'],['LSD'],['LSD'],Match,Match,No match,No match,No match,No match
1492,1549,67,8/11/2019,2152-A,0,1,,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,,care bear,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,2,5,1,1,,1,,,0,,,,3,,,,3,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,US,,0,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,0,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"0,0,0,0",0,"0,0,0,0",0,"0,0,0,0",0,[],[],[],[],[],[],0,0,0,['LSD'],[],[],No match,No match,Match,Match,Match,Match
521,557,235,8/11/2019,2157-A,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,,,1,0,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,yellow,1,0,1,1,1,1,1,,white,1,0,1,,1,1,,0,0,0,3,,3,3,3,,3,3,1,,1,1,0,SC,1,4,0,0,0,4,7,0,0,3,0,0,0,,levomisole,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,uncut/wrong drug,,,0,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,0,1,1,1,1","1,0,1,1,1,1,1,1",1,1,"4,0,0,0",4,"4,7,0,0",4,"3,0,0,0",3,['Cocaine'],['Cocaine'],"['Cocaine', 'Unknown']",['Cocaine'],['Ketamine'],['Ketamine'],1,2,1,['Cocaine'],['Cocaine'],['MDA'],Match,Match,No match,Match,No match,No match
532,568,246,8/11/2019,2157-A,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,,fractle pattern,1,0,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,1,0,1,,1,1,,0,,,0,,3,,3,,3,,3,,1,,0,SC,1,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,VZ,,1,0,,wrong drug,,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,0,1,1",1,"1,0,1,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"0,0,0,0",0,"3,0,0,0",3,"0,0,0,0",0,[],[],['Ketamine'],['Ketamine'],[],[],0,1,0,['LSD'],['MDA'],[],No match,No match,No match,No match,Match,Match
1512,1569,87,8/11/2019,2159-A,0,1,,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,0,1,1,,0,1,1,1,1,1,1,,light brown,0,1,1,1,1,1,1,,grey,1,1,0,1,1,1,1,,triangles,0,0,2,2,1,1,,0,0,0,3,,3,0,3,,3,3,1,,1,3,0,je,6,1,0,0,0,1,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tb,,1,1,1,,0,"no, awesome service",0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,0,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"0,1,1,1,1,1,1,1","1,1,1,1,1,0,1,1",1,1,"1,0,0,0",1,"1,0,0,0",1,"0,0,0,0",0,['MDMA'],['MDMA'],['MDMA'],['MDMA'],[],[],1,1,0,['MDMA'],['MDMA'],['LSD'],Match,Match,Match,Match,No match,No match
1513,1570,88,8/11/2019,2159-A,0,1,,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,,unicorns,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,2,1,1,,0,,,0,,,,3,,,,3,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,db,,1,,,,,,1,1,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,0,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"0,0,0,0",0,"0,0,0,0",0,"0,0,0,0",0,[],[],[],[],[],[],0,0,0,['LSD'],[],[],No match,No match,Match,Match,Match,Match
1515,1572,90,8/11/2019,2160-A,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,1,1,1,0,1,1,1,1,,1,0,1,1,1,1,1,,grey,1,0,1,1,1,1,1,,opaque,0,1,1,1,1,1,1,,white,0,0,2,4,1,1,,0,0,0,3,,3,3,3,,3,3,1,,1,1,0,rh,4,1,0,0,0,3,0,0,0,4,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,AH,30 minute wait time,1,1,1,,0,,1,1,0,1,1,1,1,1,,1,1,0,1,1,1,1,1,,1,1,0,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,0,1,1,1,1,1","1,1,1,0,1,1,1,1",1,1,"1,0,0,0",1,"3,0,0,0",3,"4,0,0,0",4,['MDMA'],['MDMA'],['Ketamine'],['Ketamine'],['Cocaine'],['Cocaine'],1,1,1,['MDMA'],['Ketamine'],['Cocaine'],Match,Match,Match,Match,Match,Match
1516,1573,91,8/11/2019,2160-A,0,1,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,dmt,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,yellow,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,2,4,1,1,,0,,,3,,,,3,,,,1,,,,0,rh,4,7,8,0,0,0,0,0,0,0,0,0,0,dmt,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,AH,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,1,1,0",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"7,8,0,0",7,"0,0,0,0",0,"0,0,0,0",0,"['Unknown', 'Other']",['Unknown'],[],[],[],[],2,0,0,['Other'],[],[],No match,No match,Match,Match,Match,Match
1632,1689,207,8/11/2019,2161-A,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,0,1,1,1,1,,1,0,1,1,1,1,1,,salt/pepper,1,0,1,1,1,1,1,,brown,0,1,1,1,1,1,1,,white,0,0,2,2,1,1,,1,1,1,3,,3,3,3,,3,3,1,,1,1,0,sg,2,1,7,0,0,1,0,0,0,4,7,0,0,mannitol,,water,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NPT,30-45 minute wait,1,1,1,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"0,1,1,1,1,1,1,1","1,1,1,0,1,1,1,1",1,1,"1,7,0,0",1,"1,0,0,0",1,"4,7,0,0",4,"['MDMA', 'Unknown']",['MDMA'],['MDMA'],['MDMA'],"['Cocaine', 'Unknown']",['Cocaine'],2,1,2,['MDMA'],['MDMA'],['Cocaine'],No match,Match,Match,Match,No match,Match
533,569,247,8/11/2019,2161-A,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,0,1,1,1,1,1,,white,1,1,1,1,1,1,1,,,0,0,2,2,1,1,,1,1,,3,,3,,3,,3,,1,,1,,0,SG,2,4,7,7,7,3,7,0,0,0,0,0,0,"inositol, aspirin and benxocaine",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NPT,,0,0,,dissapointed with the low amount of cocaine and high amound of cuts,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,0,1,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"4,7,7,7",4,"3,7,0,0",3,"0,0,0,0",0,"['Cocaine', 'Unknown', 'Unknown', 'Unknown']",['Cocaine'],"['Ketamine', 'Unknown']",['Ketamine'],[],[],4,2,0,['Cocaine'],['Ketamine'],[],No match,Match,No match,Match,Match,Match
534,570,248,8/11/2019,2163-A,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,,,1,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,0,0,2,1,1,1,,1,1,1,3,,3,3,3,,3,3,1,,1,1,0,JE,,5,0,0,0,7,4,0,0,7,4,0,0,,phenactin,phenactin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,RV,,1,1,1,,0,,0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,"1,1,1,1,0,1,1,1",1,"1,1,1,0,1,1,1,1","1,1,1,0,1,1,1,1",1,1,"5,0,0,0",5,"7,4,0,0",7,"7,4,0,0",7,['Methamphetamine'],['Methamphetamine'],"['Unknown', 'Cocaine']",['Unknown'],"['Unknown', 'Cocaine']",['Unknown'],1,2,2,['Methamphetamine'],['Cocaine'],['Cocaine'],Match,Match,No match,No match,No match,No match
1510,1567,85,8/11/2019,2163-A,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,ghb,,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,1,,clear,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,,1,0,unknown,,,,3,,,,3,,,,3,,,,0,jg,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,No info on the results,,1,tb,,,,,,0,no,0,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,1,1,1,1,0",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"0,0,0,0",0,"0,0,0,0",0,"0,0,0,0",0,[],[],[],[],[],[],0,0,0,['Other'],[],[],No match,No match,Match,Match,Match,Match
517,553,231,8/11/2019,2179-A,0,1,,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,,,1,1,1,1,1,1,0,1,,1,0,1,1,1,1,1,,white,0,1,1,1,1,1,1,,,0,1,1,1,1,1,1,,,0,0,2,5,1,1,,3,,,3,,3,3,3,,3,3,1,,1,1,0,RH,4,3,0,0,0,3,7,0,0,3,0,0,0,,magnesium sulfate,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,AM,,1,1,1,,0,,1,1,1,1,1,1,1,0,will let friends know but will not take himself,1,1,1,1,1,1,0,1,,1,1,1,1,1,1,1,0,,"1,1,1,1,1,1,0,1",1,"1,1,1,1,1,1,0,1","1,1,1,1,1,1,0,1",1,1,"3,0,0,0",3,"3,7,0,0",3,"3,0,0,0",3,['Ketamine'],['Ketamine'],"['Ketamine', 'Unknown']",['Ketamine'],['Ketamine'],['Ketamine'],1,2,1,['Unknown'],['Unknown'],['Unknown'],No match,No match,No match,No match,No match,No match
518,554,232,8/11/2019,2179-A,0,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,,,1,1,1,1,1,1,0,1,,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,,0,1,1,1,1,1,1,,,1,1,2,,1,1,,3,,,3,,3,3,3,,3,3,1,,1,3,0,RH,4,3,7,0,0,7,7,0,0,3,0,0,0,magneisum sulfate,magnesium sulfate,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,AM,,1,1,1,,0,,1,1,1,1,1,1,1,0,will let friends decide but will not take himself,1,1,1,1,1,1,0,1,,1,1,1,1,1,1,1,0,,"1,1,1,1,1,1,0,1",1,"1,1,1,1,1,1,0,1","1,1,1,1,1,1,0,1",1,1,"3,7,0,0",3,"7,7,0,0",7,"3,0,0,0",3,"['Ketamine', 'Unknown']",['Ketamine'],"['Unknown', 'Unknown']",['Unknown'],['Ketamine'],['Ketamine'],2,2,1,['Unknown'],['Unknown'],['Unknown'],No match,No match,No match,Match,No match,No match
1650,1707,225,8/11/2019,2234-A,0,1,,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,0,speed,1,1,0,1,1,1,1,,,1,0,1,1,1,1,1,,white,1,0,1,1,1,1,1,,,0,0,2,,1,1,,0,0,1,0,,3,3,3,,3,3,3,,1,1,0,rh,4,0,0,0,0,1,7,0,0,5,8,0,0,,mannitol,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,am,25 minute wait,1,1,1,,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,give to friend,"1,1,1,1,1,0,1,1",1,"0,1,1,1,1,1,1,1","1,1,1,1,1,1,1,0",1,1,"0,0,0,0",0,"1,7,0,0",1,"5,8,0,0",5,[],[],"['MDMA', 'Unknown']",['MDMA'],"['Methamphetamine', 'Other']",['Methamphetamine'],0,2,2,['LSD'],['MDMA'],['Other'],No match,No match,No match,Match,No match,No match
1651,1708,226,8/11/2019,2234-A,0,1,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,,1,1,,1,,,3,,3,,3,,,,1,,,,0,rh,4,1,7,0,0,0,0,0,0,0,0,0,0,mannitol,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,am,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"1,7,0,0",1,"0,0,0,0",0,"0,0,0,0",0,"['MDMA', 'Unknown']",['MDMA'],[],[],[],[],2,0,0,['MDMA'],[],[],No match,Match,Match,Match,Match,Match
525,561,239,8/11/2019,2269-A,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,MDE,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,,,0,1,1,1,1,1,1,,,1,0,1,1,1,1,1,,,1,0,1,,1,1,,0,0,0,3,,3,3,3,,3,3,1,,1,1,0,FB,6,2,0,0,0,1,7,2,8,3,0,0,0,,dimenthyl sulfone,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SB,,1,1,1,,,,0,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,0,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,0","1,1,0,1,1,1,1,1",1,1,"2,0,0,0",2,"1,7,2,8",1,"3,0,0,0",3,['MDA'],['MDA'],"['MDMA', 'Unknown', 'MDA', 'Other']",['MDMA'],['Ketamine'],['Ketamine'],1,4,1,['MDA'],['Other'],['Ketamine'],Match,Match,No match,No match,Match,Match
526,562,240,8/11/2019,2269-A,0,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,MDA/MDE/MDMA,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,,1,1,,0,0,0,3,,3,3,3,,3,3,1,,1,1,0,FB,6,1,7,0,0,1,7,0,0,2,7,8,0,mannitol,dameoral sulfose,glucose,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SB,,1,1,1,,,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,1,1,1,1,1,0","1,0,1,1,1,1,1,1",1,1,"1,7,0,0",1,"1,7,0,0",1,"2,7,8,0",2,"['MDMA', 'Unknown']",['MDMA'],"['MDMA', 'Unknown']",['MDMA'],"['MDA', 'Unknown', 'Other']",['MDA'],2,2,3,['MDMA'],['Other'],['MDA'],No match,Match,No match,No match,No match,Match
527,563,241,8/11/2019,2269-A,0,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,,,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,,,1,1,1,0,1,1,1,,,0,1,1,1,1,1,1,,,1,0,1,,1,1,,0,1,1,3,,3,3,0,,0,3,1,,1,1,0,FB,6,7,0,0,0,7,0,0,0,4,0,0,0,parexyl (gallamine trigthiodide),cellulose,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SB,,1,1,1,,0,station for crushing up drugs,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,1,,"1,1,1,1,1,1,1,0",1,"1,1,1,1,1,1,1,0","1,1,1,0,1,1,1,1",1,1,"7,0,0,0",7,"7,0,0,0",7,"4,0,0,0",4,['Unknown'],['Unknown'],['Unknown'],['Unknown'],['Cocaine'],['Cocaine'],1,1,1,['Other'],['Other'],['Cocaine'],No match,No match,No match,No match,Match,Match
1529,1586,104,8/11/2019,2271-A,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,,white,1,0,1,1,1,1,1,,grey,0,1,1,1,1,1,1,,purple,1,0,1,,1,1,,3,0,1,3,,3,3,3,,3,3,1,,1,1,0,mw,4,3,0,0,0,1,0,0,0,1,7,0,0,,,cellulose,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,kb,,0,1,1,was expecting more cuts,0,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,,"1,1,1,1,1,1,0,1",1,"0,1,1,1,1,1,1,1","0,1,1,1,1,1,1,1",1,1,"3,0,0,0",3,"1,0,0,0",1,"1,7,0,0",1,['Ketamine'],['Ketamine'],['MDMA'],['MDMA'],"['MDMA', 'Unknown']",['MDMA'],1,1,2,['Unknown'],['MDMA'],['MDMA'],No match,No match,Match,Match,No match,Match
1528,1585,103,8/11/2019,2271-A,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,,,3,,,,1,,,,0,rw,4,3,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,rw,,1,,,,0,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,0,1,1,1,1,1",1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1",0,0,"3,0,0,0",3,"0,0,0,0",0,"0,0,0,0",0,['Ketamine'],['Ketamine'],[],[],[],[],1,0,0,['Ketamine'],[],[],Match,Match,Match,Match,Match,Match
514,550,228,8/11/2019,2340-A,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,,,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,,white,0,1,1,1,1,1,1,,white,1,0,1,1,1,1,1,,white,0,0,2,,1,1,,3,1,1,3,,3,3,3,,3,3,1,,1,1,0,MW,4,7,4,0,0,4,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,em,1,KD,,0,1,1,,0,,1,1,1,1,0,0,1,1,,0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,"1,1,1,1,1,1,0,1",1,"1,1,1,0,1,1,1,1","1,1,0,1,1,1,1,1",1,1,"7,4,0,0",7,"4,0,0,0",4,"3,0,0,0",3,"['Unknown', 'Cocaine']",['Unknown'],['Cocaine'],['Cocaine'],['Ketamine'],['Ketamine'],2,1,1,['Unknown'],['Cocaine'],['Ketamine'],No match,Match,Match,Match,Match,Match
513,549,227,8/11/2019,2340-A,0,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,1,1,0,1,1,1,1,1,,1,0,1,1,1,1,1,,black,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,0,0,2,,1,1,,1,,,3,,3,3,3,,3,3,1,,1,1,0,MW,4,1,3,0,0,3,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,em,1,CKD,,1,1,1,,0,,0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,"0,1,1,1,1,1,1,1",1,"1,1,0,1,1,1,1,1","1,1,0,1,1,1,1,1",1,1,"1,3,0,0",1,"3,0,0,0",3,"3,0,0,0",3,"['MDMA', 'Ketamine']",['MDMA'],['Ketamine'],['Ketamine'],['Ketamine'],['Ketamine'],2,1,1,['MDMA'],['Ketamine'],['Ketamine'],No match,Match,Match,Match,Match,Match
553,610,288,8/9/2019,2340-A,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,0,1,,1,1,,1,,,3,,3,,3,,3,,1,,1,,0,MW,4,4,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,em,1,KB,,1,1,,,0,,0,1,1,1,0,1,1,1,,0,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,,"1,1,1,0,1,1,1,1",1,"1,1,1,0,1,1,1,1","1,1,1,1,1,1,1,1",1,0,"4,0,0,0",4,"3,0,0,0",3,"0,0,0,0",0,['Cocaine'],['Cocaine'],['Ketamine'],['Ketamine'],[],[],1,1,0,['Cocaine'],['Cocaine'],[],Match,Match,No match,No match,Match,Match
